image_path,hp_folder,head_rot_x,head_rot_y,head_rot_z,head_pos_x,head_pos_y,head_pos_z,look_at_x,look_at_y,look_at_z,left_iris_x,left_iris_y,left_pupil_x,left_pupil_y,left_cornea_x,left_cornea_y,left_globe_x,left_globe_y,right_iris_x,right_iris_y,right_pupil_x,right_pupil_y,right_cornea_x,right_cornea_y,right_globe_x,right_globe_y
User_01/Grid_15/HP_001/14.png,HP_001,-7.5351,16.9408,0.79365,-11.5513,-2.8816,42.251,0.0,11.0,0.0,1451.60315,663.2971,1454.17554,669.265259,1444.13538,645.9706,1438.30835,632.451538,857.8341,665.6306,855.320068,671.455566,865.1171,648.7572,870.783142,635.629761
User_01/Grid_15/HP_001/15.png,HP_001,-7.5351,16.9408,0.79365,-11.5513,-2.8816,42.251,-11.0,11.0,0.0,1424.16638,663.8179,1421.42578,669.8965,1432.11487,646.1885,1438.30835,632.451538,828.002441,666.6575,819.6928,672.6841,852.0672,649.204,870.783142,635.629761
User_01/Grid_15/HP_002/01.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,11.0,-11.0,0.0,1517.90479,802.457031,1527.031,797.1599,1491.44531,817.8146,1470.83728,829.776,850.723,761.0427,854.8008,754.158569,838.940857,780.9343,829.8055,796.357666
User_01/Grid_15/HP_002/02.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,0.0,-11.0,0.0,1485.62659,797.659668,1488.5116,791.394653,1477.29419,815.75415,1470.83728,829.776,814.525,755.424561,811.531,747.4044,823.147766,778.5233,829.8055,796.357666
User_01/Grid_15/HP_002/03.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,-11.0,-11.0,0.0,1448.07654,796.738647,1443.62842,790.282,1460.90857,815.3644,1470.83728,829.776,770.8104,753.8938,759.243042,745.5679,804.110168,777.8627,829.8055,796.357666
User_01/Grid_15/HP_002/04.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,-11.0,-5.5,0.0,1446.90308,815.181,1442.22034,812.325562,1460.402,823.4126,1470.83728,829.776,769.05304,774.6411,757.121643,770.3761,803.3654,786.9065,829.8055,796.357666
User_01/Grid_15/HP_002/05.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,0.0,-5.5,0.0,1485.57568,815.767334,1488.45386,813.0316,1477.2688,823.6631,1470.83728,829.776,814.489258,775.4542,811.4842,771.353,823.1368,787.2562,829.8055,796.357666
User_01/Grid_15/HP_002/06.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,11.0,-5.5,0.0,1518.60718,818.4431,1527.8761,816.244141,1491.74634,824.815552,1470.83728,829.776,851.5876,778.4846,855.8376,774.997437,839.314636,788.555054,829.8055,796.357666
User_01/Grid_15/HP_002/07.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,11.0,0.0,0.0,1518.42749,835.181152,1527.65881,836.229736,1491.67053,832.1422,1470.83728,829.776,851.538,796.8148,855.777954,796.903931,839.293335,796.557251,829.8055,796.357666
User_01/Grid_15/HP_002/08.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,0.0,0.0,0.0,1485.51135,834.9884,1488.376,836.006,1477.24182,832.051,1470.83728,829.776,814.4679,796.9332,811.4587,797.046143,823.1271,796.6083,829.8055,796.357666
User_01/Grid_15/HP_002/09.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,-11.0,0.0,0.0,1446.99121,834.7533,1442.32751,835.7268,1460.43872,831.9464,1470.83728,829.776,769.0762,797.089355,757.1505,797.233032,803.3743,796.676,829.8055,796.357666
User_01/Grid_15/HP_002/10.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,-11.0,5.5,0.0,1448.32532,853.5394,1443.93042,858.178833,1461.01221,840.147339,1470.83728,829.776,770.8744,818.6134,759.3224,822.9758,804.135,806.052246,829.8055,796.357666
User_01/Grid_15/HP_002/11.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,0.0,5.5,0.0,1485.43713,853.4354,1488.28235,858.046265,1477.21448,840.1105,1470.83728,829.776,814.461731,817.6271,811.456055,821.7932,823.1195,805.625732,829.8055,796.357666
User_01/Grid_15/HP_002/12.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,11.0,5.5,0.0,1517.38074,851.3601,1526.39771,855.5416,1491.22424,839.2302,1470.83728,829.776,850.577759,814.65686,854.626343,818.2234,838.878235,804.350342,829.8055,796.357666
User_01/Grid_15/HP_002/13.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,11.0,11.0,0.0,1515.66626,865.87854,1524.33386,872.8589,1490.49158,845.6044,1470.83728,829.776,848.8964,830.827,852.6107,837.533447,838.150757,811.4253,829.8055,796.357666
User_01/Grid_15/HP_002/14.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,0.0,11.0,0.0,1485.35876,869.5803,1488.181,877.3164,1477.18848,847.1848,1470.83728,829.776,814.46814,835.7213,811.4717,843.4116,823.1139,813.5316,829.8055,796.357666
User_01/Grid_15/HP_002/15.png,HP_002,-1.8442,24.595,-1.7234,-11.7855,0.37975,37.4695,-11.0,11.0,0.0,1450.57,869.9861,1446.62427,877.8142,1461.98022,847.348267,1470.83728,829.776,773.897766,837.1389,762.971558,845.1089,805.417542,814.1472,829.8055,796.357666
User_01/Grid_15/HP_003/01.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,11.0,-11.0,0.0,1585.67944,1222.75879,1593.52356,1218.2655,1562.89685,1235.80847,1545.111,1245.99622,984.7828,1229.56128,988.0048,1224.104,975.4525,1245.36426,968.1967,1257.65332
User_01/Grid_15/HP_003/02.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,0.0,-11.0,0.0,1558.71448,1219.77869,1561.35657,1214.68652,1551.06238,1234.52612,1545.111,1245.99622,954.583252,1225.82031,951.9295,1219.61523,962.251038,1243.75012,968.1967,1257.65332
User_01/Grid_15/HP_003/03.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,-11.0,-11.0,0.0,1528.30713,1219.42542,1525.03882,1214.25745,1537.76416,1234.37915,1545.111,1245.99622,919.8613,1224.90662,910.4386,1218.523,947.086853,1243.35168,968.1967,1257.65332
User_01/Grid_15/HP_003/04.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,-11.0,-5.5,0.0,1526.85889,1234.10547,1523.3031,1231.78882,1537.13708,1240.80127,1545.111,1245.99622,917.8508,1241.01782,908.0158,1237.76807,946.230347,1250.39526,968.1967,1257.65332
User_01/Grid_15/HP_003/05.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,0.0,-5.5,0.0,1558.67358,1234.25244,1561.312,1231.968,1551.04,1240.8623,1545.111,1245.99622,954.5393,1241.64233,951.8722,1238.51538,962.237061,1250.66663,968.1967,1257.65332
User_01/Grid_15/HP_003/06.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,11.0,-5.5,0.0,1586.67358,1235.895,1594.71912,1233.93958,1563.32312,1241.57,1545.111,1245.99622,985.9394,1243.84607,989.390259,1241.1604,975.953735,1251.617,968.1967,1257.65332
User_01/Grid_15/HP_003/07.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,11.0,0.0,0.0,1587.085,1250.07178,1595.21362,1250.86108,1563.49976,1247.78162,1545.111,1245.99622,986.4896,1259.313,990.05,1259.636,976.192,1258.37866,968.1967,1257.65332
User_01/Grid_15/HP_003/08.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,0.0,0.0,0.0,1558.62146,1250.13525,1561.25146,1250.94092,1551.0155,1247.805,1545.111,1245.99622,954.504639,1259.21069,951.8281,1259.51526,962.2246,1258.33276,968.1967,1257.65332
User_01/Grid_15/HP_003/09.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,-11.0,0.0,0.0,1526.15918,1250.198,1522.46448,1251.01709,1536.83386,1247.8313,1545.111,1245.99622,916.8197,1259.07556,906.772949,1259.35364,945.7914,1258.27368,968.1967,1257.65332
User_01/Grid_15/HP_003/10.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,-11.0,5.5,0.0,1526.36951,1266.47424,1522.71777,1270.46436,1536.924,1254.94189,1545.111,1245.99622,917.0437,1277.50415,907.043945,1281.38464,945.8857,1266.31152,968.1967,1257.65332
User_01/Grid_15/HP_003/11.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,0.0,5.5,0.0,1558.55859,1266.2041,1561.175,1270.13586,1550.98938,1254.82959,1545.111,1245.99622,954.482239,1277.10852,951.8021,1280.91052,962.214233,1266.14038,968.1967,1257.65332
User_01/Grid_15/HP_003/12.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,11.0,5.5,0.0,1586.81445,1264.37256,1594.88757,1267.92993,1563.38452,1254.04834,1545.111,1245.99622,986.324158,1274.99353,989.8513,1278.3678,976.120361,1265.23291,968.1967,1257.65332
User_01/Grid_15/HP_003/13.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,11.0,11.0,0.0,1585.89685,1277.813,1593.7832,1283.96509,1562.99231,1259.94531,1545.111,1245.99622,985.4688,1289.83423,988.826538,1296.09021,975.7498,1271.72632,968.1967,1257.65332
User_01/Grid_15/HP_003/14.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,0.0,11.0,0.0,1558.48853,1281.12354,1561.0874,1287.94775,1550.96289,1261.36243,1545.111,1245.99622,954.472961,1293.74951,951.7947,1300.79346,962.205933,1273.41016,968.1967,1257.65332
User_01/Grid_15/HP_003/15.png,HP_003,-0.58255,24.6328,-0.58462,-11.3029,5.2374,40.0694,-11.0,11.0,0.0,1527.44312,1281.59521,1524.0061,1288.52063,1537.38733,1261.55872,1545.111,1245.99622,918.459534,1294.52148,908.751953,1301.71729,946.4872,1273.74585,968.1967,1257.65332
User_01/Grid_15/HP_004/01.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,11.0,-11.0,0.0,1580.958,1330.61633,1588.5791,1326.21851,1558.81213,1343.39551,1541.512,1353.3783,987.539856,1358.8894,990.5305,1353.73535,978.8736,1373.8241,972.128662,1385.44788
User_01/Grid_15/HP_004/02.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,0.0,-11.0,0.0,1555.10278,1327.58447,1557.73962,1322.58008,1547.46094,1342.088,1541.512,1353.3783,958.8378,1355.76062,956.2505,1349.9812,966.320435,1372.47412,972.128662,1385.44788
User_01/Grid_15/HP_004/03.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,-11.0,-11.0,0.0,1526.04419,1326.9054,1523.03918,1321.76233,1534.74585,1341.7981,1541.512,1353.3783,926.0235,1355.20581,917.046448,1349.31763,951.9813,1372.23242,972.128662,1385.44788
User_01/Grid_15/HP_004/04.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,-11.0,-5.5,0.0,1524.54236,1340.8479,1521.2395,1338.40918,1534.095,1347.90161,1541.512,1353.3783,923.9983,1370.45068,914.607,1367.52454,951.117432,1378.90088,972.128662,1385.44788
User_01/Grid_15/HP_004/05.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,0.0,-5.5,0.0,1555.08374,1341.34143,1557.72144,1339.0022,1547.44775,1348.114,1541.512,1353.3783,958.7969,1370.70825,956.1964,1367.83313,966.307861,1379.01245,972.128662,1385.44788
User_01/Grid_15/HP_004/06.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,11.0,-5.5,0.0,1582.02185,1343.17224,1589.8584,1341.19788,1559.26855,1348.90479,1541.512,1353.3783,988.7472,1372.45386,991.976746,1369.92871,979.3973,1379.7644,972.128662,1385.44788
User_01/Grid_15/HP_004/07.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,11.0,0.0,0.0,1582.57056,1356.82178,1590.518,1357.4884,1559.50378,1354.88733,1541.512,1353.3783,989.4271,1387.24707,992.7913,1387.59692,979.6921,1386.23462,972.128662,1385.44788
User_01/Grid_15/HP_004/08.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,0.0,0.0,0.0,1555.05579,1356.57385,1557.69019,1357.19556,1547.433,1354.77539,1541.512,1353.3783,958.761963,1387.427,956.1516,1387.81348,966.2957,1386.31152,972.128662,1385.44788
User_01/Grid_15/HP_004/09.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,-11.0,0.0,0.0,1523.69019,1356.29053,1520.21826,1356.85791,1533.72607,1354.65063,1541.512,1353.3783,922.792969,1387.65015,913.154846,1388.08044,950.6036,1386.40869,972.128662,1385.44788
User_01/Grid_15/HP_004/10.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,-11.0,5.5,0.0,1523.67517,1372.14575,1520.20081,1375.80127,1533.719,1361.57788,1541.512,1353.3783,922.7082,1405.44165,913.0536,1409.34741,950.5665,1394.17114,972.128662,1385.44788
User_01/Grid_15/HP_004/11.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,0.0,5.5,0.0,1555.01843,1372.20007,1557.64514,1375.86084,1547.417,1361.60718,1541.512,1353.3783,958.7363,1404.69055,956.121033,1408.44824,966.284546,1393.84485,972.128662,1385.44788
User_01/Grid_15/HP_004/12.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,11.0,5.5,0.0,1582.48828,1370.74,1590.41846,1374.1001,1559.46924,1360.98682,1541.512,1353.3783,989.4541,1402.41138,992.8235,1405.71045,979.7036,1392.86475,972.128662,1385.44788
User_01/Grid_15/HP_004/13.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,11.0,11.0,0.0,1581.776,1383.98486,1589.56128,1389.90259,1559.16492,1366.79712,1541.512,1353.3783,988.8178,1416.95215,992.0612,1423.07471,979.428162,1399.227,972.128662,1385.44788
User_01/Grid_15/HP_004/14.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,0.0,11.0,0.0,1554.9729,1386.94507,1557.58777,1393.46606,1547.40051,1368.062,1541.512,1353.3783,958.721436,1421.01147,956.10614,1427.94873,966.275,1400.9751,972.128662,1385.44788
User_01/Grid_15/HP_004/15.png,HP_004,9.0383,23.5103,4.9419,-10.7992,8.4071,40.0107,-11.0,11.0,0.0,1524.50452,1387.12988,1521.1958,1393.69641,1534.07727,1368.13269,1541.512,1353.3783,923.7672,1422.14893,914.3314,1429.30957,951.0159,1401.47009,972.128662,1385.44788
User_01/Grid_15/HP_005/01.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,11.0,-11.0,0.0,1476.53687,1505.97583,1484.563,1501.53076,1453.22107,1518.88867,1435.013,1528.97253,840.7901,1483.594,843.887451,1477.90942,831.8169,1500.06274,824.8347,1512.8772
User_01/Grid_15/HP_005/02.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,0.0,-11.0,0.0,1448.98889,1502.50415,1451.70251,1497.3645,1441.12793,1517.39136,1435.013,1528.97253,810.436157,1479.87744,807.6313,1473.44861,818.54425,1498.46045,824.8347,1512.8772
User_01/Grid_15/HP_005/03.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,-11.0,-11.0,0.0,1417.46533,1501.57007,1414.05237,1496.24,1427.34106,1516.99219,1435.013,1528.97253,774.991,1478.8363,765.27594,1472.20142,803.0645,1498.00916,824.8347,1512.8772
User_01/Grid_15/HP_005/04.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,-11.0,-5.5,0.0,1415.47461,1516.47839,1411.666,1514.043,1426.47974,1523.51587,1435.013,1528.97253,772.3898,1495.11523,762.14,1491.64392,801.9575,1505.129,824.8347,1512.8772
User_01/Grid_15/HP_005/05.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,0.0,-5.5,0.0,1448.9696,1517.1106,1451.68542,1514.80273,1441.11365,1523.7876,1435.013,1528.97253,810.4158,1495.71411,807.6,1492.36255,818.5424,1505.38745,824.8347,1512.8772
User_01/Grid_15/HP_005/06.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,11.0,-5.5,0.0,1477.87061,1519.22217,1486.16614,1517.33472,1453.79309,1524.7,1435.013,1528.97253,842.277466,1497.87134,845.6692,1494.95374,832.462036,1506.31555,824.8347,1512.8772
User_01/Grid_15/HP_005/07.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,11.0,0.0,0.0,1478.67859,1533.83228,1487.13757,1534.77368,1454.14,1531.10132,1435.013,1528.97253,843.228638,1513.64014,846.8089,1513.78857,832.8739,1513.21045,824.8347,1512.8772
User_01/Grid_15/HP_005/08.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,0.0,0.0,0.0,1448.94128,1533.62329,1451.65491,1534.52942,1441.09753,1531.00439,1435.013,1528.97253,810.4023,1513.77515,807.579346,1513.95081,818.5413,1513.26868,824.8347,1512.8772
User_01/Grid_15/HP_005/09.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,-11.0,0.0,0.0,1414.16309,1533.375,1410.09326,1534.23438,1425.913,1530.894,1435.013,1528.97253,770.6437,1513.94873,760.0338,1514.15869,801.215942,1513.34424,824.8347,1512.8772
User_01/Grid_15/HP_005/10.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,-11.0,5.5,0.0,1413.83484,1551.06934,1409.7,1555.3833,1425.77039,1538.616,1435.013,1528.97253,770.209,1533.84509,759.509338,1537.95215,801.03125,1522.01416,824.8347,1512.8772
User_01/Grid_15/HP_005/11.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,0.0,5.5,0.0,1448.90234,1550.8855,1451.60864,1555.1554,1441.08008,1538.54468,1435.013,1528.97253,810.3987,1532.75537,807.5741,1536.64478,818.540955,1521.54346,824.8347,1512.8772
User_01/Grid_15/HP_005/12.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,11.0,5.5,0.0,1478.79077,1548.93945,1487.27148,1552.80737,1454.18909,1537.71875,1435.013,1528.97253,843.4747,1530.0061,847.1038,1533.34119,832.9803,1520.36243,824.8347,1512.8772
User_01/Grid_15/HP_005/13.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,11.0,11.0,0.0,1478.16223,1563.46,1486.514,1570.13513,1453.92126,1544.08521,1435.013,1528.97253,842.969055,1545.85962,846.497742,1552.27783,832.7615,1527.294,824.8347,1512.8772
User_01/Grid_15/HP_005/14.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,0.0,11.0,0.0,1448.854,1567.35913,1451.548,1574.83081,1441.06226,1545.74951,1435.013,1528.97253,810.4064,1550.908,807.585632,1558.34253,818.5416,1529.46448,824.8347,1512.8772
User_01/Grid_15/HP_005/15.png,HP_005,12.5747,22.2863,-0.15007,-12.0238,10.0601,38.1585,-11.0,11.0,0.0,1414.58423,1567.9696,1410.6001,1575.5752,1426.09265,1546.00049,1435.013,1528.97253,771.2153,1552.736,760.724,1560.53479,801.457764,1530.25476,824.8347,1512.8772
User_01/Grid_15/HP_006/01.png,HP_006,-7.1702,12.9518,-5.8237,-7.5157,-3.3481,41.5735,11.0,-11.0,0.0,1785.43127,607.8916,1793.61853,603.3285,1761.69348,621.1212,1743.20471,631.4254,1192.744,539.470459,1196.17151,533.5065,1182.82678,556.727661,1175.12268,570.133545
User_01/Grid_15/HP_006/02.png,HP_006,-7.1702,12.9518,-5.8237,-7.5157,-3.3481,41.5735,0.0,-11.0,0.0,1756.22327,604.776855,1758.75879,599.5868,1748.89282,619.78186,1743.20471,631.4254,1162.1637,535.9971,1159.6344,529.334961,1169.46606,555.232666,1175.12268,570.133545
User_01/Grid_15/HP_006/03.png,HP_006,-7.1702,12.9518,-5.8237,-7.5157,-3.3481,41.5735,-11.0,-11.0,0.0,1724.3717,604.9927,1720.70215,599.842163,1734.97778,619.878662,1743.20471,631.4254,1127.86377,535.876,1118.64673,529.1946,1154.4873,555.1752,1175.12268,570.133545
User_01/Grid_15/HP_006/04.png,HP_006,-7.1702,12.9518,-5.8237,-7.5157,-3.3481,41.5735,-11.0,-5.5,0.0,1724.02966,620.8058,1720.2926,618.7362,1734.82922,626.787,1743.20471,631.4254,1127.34131,552.681641,1118.01709,549.2759,1154.265,562.5154,1175.12268,570.133545
User_01/Grid_15/HP_006/05.png,HP_006,-7.1702,12.9518,-5.8237,-7.5157,-3.3481,41.5735,0.0,-5.5,0.0,1756.2157,620.75354,1758.75024,618.674438,1748.88892,626.763062,1743.20471,631.4254,1162.15686,552.7274,1159.62524,549.328735,1169.46436,562.5375,1175.12268,570.133545
User_01/Grid_15/HP_006/06.png,HP_006,-7.1702,12.9518,-5.8237,-7.5157,-3.3481,41.5735,11.0,-5.5,0.0,1785.6969,622.4231,1793.93713,620.677368,1761.80859,627.484131,1743.20471,631.4254,1193.06567,554.51355,1196.55676,551.4741,1182.966,563.305664,1175.12268,570.133545
User_01/Grid_15/HP_006/07.png,HP_006,-7.1702,12.9518,-5.8237,-7.5157,-3.3481,41.5735,11.0,0.0,0.0,1785.22388,637.2241,1793.36633,638.3478,1761.60767,633.9651,1743.20471,631.4254,1192.67627,569.8845,1196.09,569.8362,1182.79749,570.024658,1175.12268,570.133545
User_01/Grid_15/HP_006/08.png,HP_006,-7.1702,12.9518,-5.8237,-7.5157,-3.3481,41.5735,0.0,0.0,0.0,1756.201,637.097046,1758.73071,638.2009,1748.88489,633.9043,1743.20471,631.4254,1162.15808,569.9381,1159.62793,569.9,1169.46313,570.0482,1175.12268,570.133545
User_01/Grid_15/HP_006/09.png,HP_006,-7.1702,12.9518,-5.8237,-7.5157,-3.3481,41.5735,-11.0,0.0,0.0,1724.56555,636.9525,1720.93616,638.0288,1735.05994,633.8406,1743.20471,631.4254,1127.9093,570.0022,1118.7019,569.976563,1154.50671,570.07605,1175.12268,570.133545
User_01/Grid_15/HP_006/10.png,HP_006,-7.1702,12.9518,-5.8237,-7.5157,-3.3481,41.5735,-11.0,5.5,0.0,1725.87378,652.1571,1722.50513,656.186768,1735.62512,640.4922,1743.20471,631.4254,1129.42188,586.2905,1120.52441,589.436035,1155.15112,577.1942,1175.12268,570.133545
User_01/Grid_15/HP_006/11.png,HP_006,-7.1702,12.9518,-5.8237,-7.5157,-3.3481,41.5735,0.0,5.5,0.0,1756.18115,652.4425,1758.70215,656.5255,1748.88123,640.619263,1743.20471,631.4254,1162.16565,586.1581,1159.64148,589.2798,1169.46216,577.1343,1175.12268,570.133545
User_01/Grid_15/HP_006/12.png,HP_006,-7.1702,12.9518,-5.8237,-7.5157,-3.3481,41.5735,11.0,5.5,0.0,1784.095,651.2335,1792.00684,655.0663,1761.12585,640.1068,1743.20471,631.4254,1191.64929,584.5482,1194.85938,587.348145,1182.35266,576.439453,1175.12268,570.133545
